movie_id,score,rating_count,star_1_count,star_2_count,star_3_count,star_4_count,star_5_count,collect_count,wish_count,comments_count,reviews_count
1294770,0.0,12.0,0.0,0.0,0.0,0.0,0.0,17,35,3,0
26681983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
1295850,3.6,312.0,129.0,35.0,46.0,8.0,9.0,391,1135,99,2
1296855,5.9,175.0,5.0,39.0,48.0,23.0,10.0,258,588,53,1
3758003,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3,6,1,0
1294805,7.3,302.0,1.0,14.0,85.0,100.0,30.0,404,1252,98,7
30488804,0.0,6.0,0.0,0.0,0.0,0.0,0.0,7,2,2,0
3670730,0.0,14.0,0.0,0.0,0.0,0.0,0.0,34,137,7,1
1305414,0.0,27.0,0.0,0.0,0.0,0.0,0.0,31,22,1,0
2351381,6.3,137.0,1.0,11.0,55.0,16.0,4.0,174,59,43,0
5056934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24,0,0
5056935,0.0,9.0,0.0,0.0,0.0,0.0,0.0,12,15,5,1
2132409,7.3,61.0,2.0,3.0,15.0,22.0,9.0,85,250,26,2
2246819,0.0,11.0,0.0,0.0,0.0,0.0,0.0,20,80,2,0
5056925,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2,0,0
5056924,0.0,4.0,0.0,0.0,0.0,0.0,0.0,7,34,2,0
1307973,8.1,3690.0,9.0,43.0,489.0,1468.0,700.0,5265,11884,1051,24
5056913,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0
5056907,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2,7,0,0
25823137,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3,6,2,0
3334637,6.8,101.0,0.0,2.0,39.0,28.0,2.0,146,342,27,1
6426658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0,0
5056889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0
5056945,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2,3,0
1294610,7.1,134.0,2.0,7.0,44.0,34.0,17.0,189,456,47,0
6426541,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,2,2,0
3024368,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5,21,1,0
6792237,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0
26957126,0.0,9.0,0.0,0.0,0.0,0.0,0.0,15,20,5,0
3337960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,0,0
5056978,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
2348954,6.5,67.0,2.0,7.0,19.0,9.0,6.0,95,149,15,0
5056975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
5056974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0,0
4129409,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,11,1,0
3334349,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,4,0,0
1308015,0.0,15.0,0.0,0.0,0.0,0.0,0.0,27,32,10,0
3576211,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3,9,1,0
4129398,0.0,10.0,0.0,0.0,0.0,0.0,0.0,14,44,5,0
30297198,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3,4,1,0
2350114,6.3,178.0,5.0,16.0,66.0,25.0,11.0,241,95,63,1
1305900,0.0,27.0,0.0,0.0,0.0,0.0,0.0,28,24,0,0
1959041,6.8,241.0,1.0,10.0,45.0,39.0,6.0,219,186,33,0
5056969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0
1820157,5.9,87.0,2.0,13.0,37.0,9.0,3.0,116,82,27,0
27019939,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
5056878,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,13,0,0
5056852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
27123746,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,8,4,0
19969181,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,1,2,0
19969180,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3,4,1,0
5056856,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0
